ParkUnit,Plot,SubPlot,EventDate,CanopyType,CanopyCount
Lincoln Boyhood,LIBO32,1,May 17 2019,Hardwood,5
Lincoln Boyhood,LIBO32,1,May 21 2011,Conifer,1
Lincoln Boyhood,LIBO32,1,May 21 2011,Hardwood,2
Lincoln Boyhood,LIBO33,1,Jun 10 2007,Hardwood,6
Lincoln Boyhood,LIBO33,1,May 15 2015,Hardwood,6
Lincoln Boyhood,LIBO33,1,May 17 2019,Hardwood,12
Lincoln Boyhood,LIBO33,1,May 21 2011,Hardwood,11
Lincoln Boyhood,LIBO34,1,Jun 10 2007,Hardwood,11
Lincoln Boyhood,LIBO34,1,May 16 2015,Hardwood,8
Lincoln Boyhood,LIBO34,1,May 18 2019,Hardwood,9
Lincoln Boyhood,LIBO34,1,May 21 2011,Hardwood,13
Lincoln Boyhood,LIBO35,1,Jun 10 2007,Hardwood,8
Lincoln Boyhood,LIBO35,1,May 16 2015,Hardwood,5
Lincoln Boyhood,LIBO35,1,May 17 2019,Hardwood,6
Lincoln Boyhood,LIBO35,1,May 20 2011,Hardwood,8
Lincoln Boyhood,LIBO36,1,Jun 10 2007,Hardwood,8
Lincoln Boyhood,LIBO36,1,May 15 2015,Conifer,1
Lincoln Boyhood,LIBO36,1,May 15 2015,Hardwood,4
Lincoln Boyhood,LIBO36,1,May 17 2019,Conifer,1
Lincoln Boyhood,LIBO36,1,May 17 2019,Hardwood,13
Lincoln Boyhood,LIBO36,1,May 21 2011,Conifer,1
Lincoln Boyhood,LIBO36,1,May 21 2011,Hardwood,12
Lincoln Boyhood,LIBO37,1,Jun 10 2007,Hardwood,2
Lincoln Boyhood,LIBO37,1,May 15 2015,Hardwood,5
Lincoln Boyhood,LIBO37,1,May 17 2019,Hardwood,11
Lincoln Boyhood,LIBO37,1,May 21 2011,Hardwood,5
Lincoln Boyhood,LIBO38,1,Jun  9 2007,Hardwood,14
Lincoln Boyhood,LIBO38,1,May 16 2015,Hardwood,8
Lincoln Boyhood,LIBO38,1,May 18 2019,Hardwood,14
Lincoln Boyhood,LIBO38,1,May 21 2011,Hardwood,21
Lincoln Boyhood,LIBO39,1,Jun 10 2007,Hardwood,10
Lincoln Boyhood,LIBO39,1,May 16 2015,Hardwood,5
Lincoln Boyhood,LIBO39,1,May 17 2019,Hardwood,8
Lincoln Boyhood,LIBO39,1,May 20 2011,Hardwood,5
Lincoln Boyhood,LIBO4,1,Jun  9 2007,Hardwood,8
Lincoln Boyhood,LIBO4,1,May 15 2015,Hardwood,9
Lincoln Boyhood,LIBO4,1,May 18 2019,Hardwood,13
Lincoln Boyhood,LIBO4,1,May 20 2011,Hardwood,23
Lincoln Boyhood,LIBO40,1,Jun  9 2007,Hardwood,6
Lincoln Boyhood,LIBO40,1,May 16 2015,Hardwood,10
Lincoln Boyhood,LIBO40,1,May 17 2019,Hardwood,10
Lincoln Boyhood,LIBO40,1,May 21 2011,Hardwood,13
Lincoln Boyhood,LIBO41,1,Jun 10 2007,Hardwood,6
Lincoln Boyhood,LIBO41,1,May 16 2015,Hardwood,6
Lincoln Boyhood,LIBO41,1,May 17 2019,Hardwood,9
Lincoln Boyhood,LIBO41,1,May 20 2011,Hardwood,6
Lincoln Boyhood,LIBO5,1,Jun  9 2007,Hardwood,4
Lincoln Boyhood,LIBO5,1,May 15 2015,Hardwood,4
Lincoln Boyhood,LIBO5,1,May 18 2019,Hardwood,8
Lincoln Boyhood,LIBO5,1,May 20 2011,Hardwood,12
Lincoln Boyhood,LIBO6,1,Jun  9 2007,Hardwood,6
Lincoln Boyhood,LIBO6,1,May 15 2015,Hardwood,4
Lincoln Boyhood,LIBO6,1,May 18 2019,Hardwood,11
Lincoln Boyhood,LIBO6,1,May 20 2011,Hardwood,12
Lincoln Boyhood,LIBO7,1,Jun  9 2007,Hardwood,6
Lincoln Boyhood,LIBO7,1,May 15 2015,Hardwood,5
Lincoln Boyhood,LIBO7,1,May 18 2019,Hardwood,5
Lincoln Boyhood,LIBO7,1,May 20 2011,Hardwood,9
Lincoln Boyhood,LIBO8,1,Jun  9 2007,Conifer,1
Lincoln Boyhood,LIBO8,1,Jun  9 2007,Hardwood,6
Lincoln Boyhood,LIBO8,1,May 15 2015,Hardwood,3
Lincoln Boyhood,LIBO8,1,May 18 2019,Hardwood,12
Lincoln Boyhood,LIBO8,1,May 20 2011,Conifer,2
Lincoln Boyhood,LIBO8,1,May 20 2011,Hardwood,9
Lincoln Boyhood,LIBO9,1,Jun  9 2007,Hardwood,7
Lincoln Boyhood,LIBO9,1,May 15 2015,Hardwood,5
Lincoln Boyhood,LIBO9,1,May 18 2019,Hardwood,9
Lincoln Boyhood,LIBO9,1,May 20 2011,Hardwood,12
Pea Ridge,PERI1,1,May 14 2008,Conifer,1
Pea Ridge,PERI1,1,May 14 2008,Hardwood,5
Pea Ridge,PERI1,1,May 21 2012,Hardwood,5
Pea Ridge,PERI1,1,May 21 2016,Hardwood,4
Pea Ridge,PERI1,1,May 21 2016,Total,4
Pea Ridge,PERI10,1,May 17 2021,Hardwood,12
Pea Ridge,PERI10,1,May 18 2008,Hardwood,8
Pea Ridge,PERI10,1,May 23 2012,Hardwood,9
Pea Ridge,PERI11,1,May 18 2008,Hardwood,11
Pea Ridge,PERI11,1,May 22 2021,Hardwood,10
Pea Ridge,PERI11,1,May 23 2012,Hardwood,10
Pea Ridge,PERI11,1,May 25 2016,Hardwood,5
Pea Ridge,PERI11,1,May 25 2016,Total,5
Pea Ridge,PERI12,1,May 17 2008,Hardwood,14
Pea Ridge,PERI12,1,May 20 2021,Hardwood,11
Pea Ridge,PERI12,1,May 22 2012,Hardwood,7
Pea Ridge,PERI12,1,May 24 2016,Total,12
Pea Ridge,PERI13,1,May 17 2008,Hardwood,4
Pea Ridge,PERI13,1,May 20 2021,Hardwood,5
Pea Ridge,PERI13,1,May 22 2012,Hardwood,8
Pea Ridge,PERI13,1,May 24 2016,Hardwood,10
Pea Ridge,PERI13,1,May 24 2016,Total,10
Pea Ridge,PERI14,1,May 21 2012,Conifer,1
Pea Ridge,PERI14,1,May 23 2016,Total,0
Pea Ridge,PERI15,1,May 14 2008,Hardwood,12
Pea Ridge,PERI15,1,May 17 2021,Hardwood,12
Pea Ridge,PERI15,1,May 18 2012,Hardwood,5
Pea Ridge,PERI15,1,May 21 2016,Hardwood,8
Pea Ridge,PERI15,1,May 21 2016,Total,8
Pea Ridge,PERI16,1,May 14 2008,Hardwood,9
Pea Ridge,PERI16,1,May 17 2016,Hardwood,9
Pea Ridge,PERI16,1,May 17 2016,Total,9
Pea Ridge,PERI16,1,May 18 2012,Hardwood,7
Pea Ridge,PERI16,1,May 19 2021,Hardwood,7
Pea Ridge,PERI17,1,May 14 2008,Conifer,3
Pea Ridge,PERI17,1,May 17 2016,Conifer,4
Pea Ridge,PERI17,1,May 17 2016,Hardwood,2
Pea Ridge,PERI17,1,May 17 2016,Total,6
Pea Ridge,PERI17,1,May 17 2021,Hardwood,3
Pea Ridge,PERI17,1,May 23 2012,Conifer,3
Pea Ridge,PERI18,1,May 17 2016,Hardwood,8
Pea Ridge,PERI18,1,May 17 2016,Total,8
Pea Ridge,PERI18,1,May 17 2021,Hardwood,7
Pea Ridge,PERI18,1,May 18 2008,Hardwood,12
Pea Ridge,PERI18,1,May 23 2012,Hardwood,8
Pea Ridge,PERI19,1,May 17 2016,Hardwood,9
Pea Ridge,PERI19,1,May 17 2016,Total,9
Pea Ridge,PERI19,1,May 18 2008,Hardwood,10
Pea Ridge,PERI19,1,May 22 2021,Hardwood,8
Pea Ridge,PERI19,1,May 23 2012,Hardwood,11
Pea Ridge,PERI2,1,May 14 2008,Hardwood,9
Pea Ridge,PERI2,1,May 17 2016,Hardwood,10
Pea Ridge,PERI2,1,May 17 2016,Total,10
Pea Ridge,PERI2,1,May 17 2021,Hardwood,13
Pea Ridge,PERI2,1,May 18 2012,Hardwood,8
Pea Ridge,PERI20,1,May 17 2008,Hardwood,7
Pea Ridge,PERI20,1,May 20 2021,Hardwood,6
Pea Ridge,PERI20,1,May 22 2012,Hardwood,4
Pea Ridge,PERI20,1,May 24 2016,Hardwood,9
Pea Ridge,PERI20,1,May 24 2016,Total,9
Pea Ridge,PERI22,1,May 14 2008,Hardwood,4
Pea Ridge,PERI22,1,May 17 2021,Hardwood,18
Pea Ridge,PERI22,1,May 18 2012,Hardwood,10
Pea Ridge,PERI22,1,May 21 2016,Hardwood,16
Pea Ridge,PERI22,1,May 21 2016,Total,16
Pea Ridge,PERI23,1,May 14 2008,Conifer,6
Pea Ridge,PERI23,1,May 14 2008,Hardwood,6
Pea Ridge,PERI23,1,May 17 2016,Conifer,7
Pea Ridge,PERI23,1,May 17 2016,Hardwood,5
Pea Ridge,PERI23,1,May 17 2016,Total,12
Pea Ridge,PERI23,1,May 18 2012,Conifer,5
Pea Ridge,PERI23,1,May 18 2012,Hardwood,6
Pea Ridge,PERI23,1,May 19 2021,Hardwood,6
Pea Ridge,PERI24,1,May 17 2016,Hardwood,9
Pea Ridge,PERI24,1,May 17 2016,Total,9
Pea Ridge,PERI24,1,May 18 2008,Hardwood,8
Pea Ridge,PERI24,1,May 19 2021,Hardwood,12
Pea Ridge,PERI24,1,May 23 2012,Hardwood,10
Pea Ridge,PERI25,1,May 17 2016,Hardwood,10
Pea Ridge,PERI25,1,May 17 2016,Total,10
Pea Ridge,PERI25,1,May 18 2008,Hardwood,8
Pea Ridge,PERI25,1,May 19 2021,Hardwood,13
Pea Ridge,PERI25,1,May 23 2012,Hardwood,11
Pea Ridge,PERI26,1,May 17 2008,Hardwood,11
Pea Ridge,PERI26,1,May 22 2012,Conifer,1
Pea Ridge,PERI26,1,May 22 2012,Hardwood,9
Pea Ridge,PERI26,1,May 22 2021,Hardwood,10
Pea Ridge,PERI26,1,May 25 2016,Hardwood,13
Pea Ridge,PERI26,1,May 25 2016,Total,13
Pea Ridge,PERI27,1,May 17 2008,Conifer,1
Pea Ridge,PERI27,1,May 17 2008,Hardwood,3
Pea Ridge,PERI27,1,May 18 2021,Conifer,1
Pea Ridge,PERI27,1,May 18 2021,Hardwood,6
Pea Ridge,PERI27,1,May 22 2012,Conifer,2
Pea Ridge,PERI27,1,May 22 2012,Hardwood,11
Pea Ridge,PERI27,1,May 24 2016,Conifer,2
Pea Ridge,PERI27,1,May 24 2016,Hardwood,4
Pea Ridge,PERI27,1,May 24 2016,Total,6
Pea Ridge,PERI28,1,May 17 2008,Hardwood,9
Pea Ridge,PERI28,1,May 22 2012,Hardwood,8
Pea Ridge,PERI28,1,May 24 2016,Hardwood,3
Pea Ridge,PERI28,1,May 24 2016,Total,3
Pea Ridge,PERI28,1,May 24 2021,Hardwood,9
Pea Ridge,PERI29,1,May 14 2012,Hardwood,9
Pea Ridge,PERI29,1,May 17 2008,Hardwood,8
Pea Ridge,PERI29,1,May 20 2021,Hardwood,7
Pea Ridge,PERI29,1,May 24 2016,Hardwood,5
Pea Ridge,PERI29,1,May 24 2016,Total,5
Pea Ridge,PERI3,1,May 14 2008,Hardwood,13
Pea Ridge,PERI3,1,May 17 2016,Hardwood,10
Pea Ridge,PERI3,1,May 17 2016,Total,10
Pea Ridge,PERI3,1,May 17 2021,Hardwood,11
Pea Ridge,PERI3,1,May 23 2012,Hardwood,13
Pea Ridge,PERI30,1,May 21 2016,Total,0
Pea Ridge,PERI31,1,May 14 2008,Hardwood,1
Pea Ridge,PERI31,1,May 18 2012,Hardwood,3
Pea Ridge,PERI31,1,May 20 2021,Hardwood,13
Pea Ridge,PERI32,1,May 14 2008,Hardwood,6
Pea Ridge,PERI32,1,May 17 2021,Hardwood,11
Pea Ridge,PERI32,1,May 18 2012,Hardwood,8
Pea Ridge,PERI32,1,May 21 2016,Hardwood,9
Pea Ridge,PERI32,1,May 21 2016,Total,9
Pea Ridge,PERI33,1,May 15 2008,Hardwood,13
Pea Ridge,PERI33,1,May 17 2016,Hardwood,13
Pea Ridge,PERI33,1,May 17 2016,Total,13
Pea Ridge,PERI33,1,May 18 2012,Hardwood,8
Pea Ridge,PERI33,1,May 19 2021,Hardwood,14
Pea Ridge,PERI34,1,May 17 2016,Conifer,8
Pea Ridge,PERI34,1,May 17 2016,Hardwood,12
Pea Ridge,PERI34,1,May 17 2016,Total,20
Pea Ridge,PERI34,1,May 18 2008,Conifer,3
Pea Ridge,PERI34,1,May 18 2008,Hardwood,7
Pea Ridge,PERI34,1,May 23 2012,Conifer,4
Pea Ridge,PERI34,1,May 23 2012,Hardwood,3
Pea Ridge,PERI34,1,May 24 2021,Hardwood,7
Pea Ridge,PERI35,1,May 16 2008,Hardwood,9
Pea Ridge,PERI35,1,May 17 2016,Conifer,1
Pea Ridge,PERI35,1,May 17 2016,Hardwood,9
Pea Ridge,PERI35,1,May 17 2016,Total,10
Pea Ridge,PERI35,1,May 20 2021,Hardwood,5
Pea Ridge,PERI35,1,May 22 2012,Hardwood,7
Pea Ridge,PERI36,1,May 17 2008,Hardwood,10
Pea Ridge,PERI36,1,May 18 2021,Hardwood,12
Pea Ridge,PERI36,1,May 22 2012,Hardwood,5
Pea Ridge,PERI36,1,May 24 2016,Hardwood,7
Pea Ridge,PERI36,1,May 24 2016,Total,7
Pea Ridge,PERI37,1,May 17 2008,Hardwood,6
Pea Ridge,PERI37,1,May 18 2021,Hardwood,7
Pea Ridge,PERI37,1,May 22 2012,Hardwood,3
Pea Ridge,PERI37,1,May 24 2016,Hardwood,2
Pea Ridge,PERI37,1,May 24 2016,Total,2
Pea Ridge,PERI38,1,May 17 2008,Hardwood,8
Pea Ridge,PERI38,1,May 17 2012,Hardwood,5
Pea Ridge,PERI38,1,May 24 2016,Hardwood,5
Pea Ridge,PERI38,1,May 24 2016,Total,5
Pea Ridge,PERI38,1,May 24 2021,Hardwood,5
Pea Ridge,PERI39,1,May 17 2008,Hardwood,8
Pea Ridge,PERI39,1,May 17 2012,Hardwood,7
Pea Ridge,PERI39,1,May 20 2021,Hardwood,7
Pea Ridge,PERI39,1,May 24 2016,Hardwood,10
Pea Ridge,PERI39,1,May 24 2016,Total,10
Pea Ridge,PERI4,1,May 17 2016,Hardwood,8
Pea Ridge,PERI4,1,May 17 2016,Total,8
Pea Ridge,PERI4,1,May 17 2021,Hardwood,4
Pea Ridge,PERI4,1,May 18 2008,Hardwood,7
Pea Ridge,PERI4,1,May 23 2012,Hardwood,9
Pea Ridge,PERI40,1,May 23 2016,Total,0
Pea Ridge,PERI41,1,May 14 2008,Conifer,2
Pea Ridge,PERI41,1,May 18 2012,Conifer,2
Pea Ridge,PERI41,1,May 20 2021,Hardwood,5
Pea Ridge,PERI41,1,May 21 2016,Conifer,1
Pea Ridge,PERI41,1,May 21 2016,Hardwood,3
Pea Ridge,PERI41,1,May 21 2016,Total,4
Pea Ridge,PERI42,1,May 15 2008,Conifer,2
Pea Ridge,PERI42,1,May 15 2008,Hardwood,1
Pea Ridge,PERI42,1,May 17 2021,Conifer,4
Pea Ridge,PERI42,1,May 17 2021,Hardwood,2
Pea Ridge,PERI42,1,May 21 2016,Conifer,4
Pea Ridge,PERI42,1,May 21 2016,Hardwood,1
Pea Ridge,PERI42,1,May 21 2016,Total,5
Pea Ridge,PERI43,1,May 15 2008,Conifer,6
Pea Ridge,PERI43,1,May 15 2012,Conifer,4
Pea Ridge,PERI43,1,May 17 2016,Conifer,8
Pea Ridge,PERI43,1,May 17 2016,Total,8
Pea Ridge,PERI44,1,May 16 2008,Conifer,2
Pea Ridge,PERI44,1,May 16 2008,Hardwood,3
Pea Ridge,PERI44,1,May 17 2016,Conifer,1
Pea Ridge,PERI44,1,May 17 2016,Hardwood,9
Pea Ridge,PERI44,1,May 17 2016,Total,10
Pea Ridge,PERI44,1,May 22 2012,Conifer,1
Pea Ridge,PERI44,1,May 22 2012,Hardwood,2
Pea Ridge,PERI44,1,May 22 2021,Hardwood,9
Pea Ridge,PERI45,1,May 16 2008,Conifer,4
Pea Ridge,PERI45,1,May 16 2008,Hardwood,9
Pea Ridge,PERI45,1,May 18 2021,Conifer,3
Pea Ridge,PERI45,1,May 18 2021,Hardwood,13
Pea Ridge,PERI45,1,May 22 2012,Conifer,2
Pea Ridge,PERI45,1,May 22 2012,Hardwood,8
Pea Ridge,PERI45,1,May 24 2016,Conifer,2
Pea Ridge,PERI45,1,May 24 2016,Hardwood,6
Pea Ridge,PERI45,1,May 24 2016,Total,8
Pea Ridge,PERI46,1,May 17 2008,Hardwood,7
Pea Ridge,PERI46,1,May 18 2021,Hardwood,5
Pea Ridge,PERI46,1,May 22 2012,Hardwood,7
Pea Ridge,PERI46,1,May 24 2016,Hardwood,2
Pea Ridge,PERI46,1,May 24 2016,Total,2
Pea Ridge,PERI47,1,May 17 2008,Hardwood,10
Pea Ridge,PERI47,1,May 17 2012,Hardwood,9
Pea Ridge,PERI47,1,May 24 2016,Hardwood,5
Pea Ridge,PERI47,1,May 24 2016,Total,5
Pea Ridge,PERI47,1,May 24 2021,Hardwood,6
Pea Ridge,PERI48,1,May 17 2008,Hardwood,13
Pea Ridge,PERI48,1,May 17 2012,Hardwood,18
Pea Ridge,PERI48,1,May 24 2016,Hardwood,9
Pea Ridge,PERI48,1,May 24 2016,Total,9
Pea Ridge,PERI48,1,May 24 2021,Hardwood,11
Pea Ridge,PERI49,1,May 23 2016,Total,0
Pea Ridge,PERI5,1,May 14 2008,Conifer,13
Pea Ridge,PERI5,1,May 18 2021,Hardwood,5
Pea Ridge,PERI5,1,May 21 2012,Conifer,8
Pea Ridge,PERI5,1,May 21 2016,Hardwood,7
Pea Ridge,PERI5,1,May 21 2016,Total,7
Pea Ridge,PERI50,1,May 23 2016,Total,0
Pea Ridge,PERI51,1,May 15 2008,Conifer,3
Pea Ridge,PERI51,1,May 15 2008,Hardwood,4
Pea Ridge,PERI51,1,May 16 2016,Conifer,5
Pea Ridge,PERI51,1,May 16 2016,Hardwood,9
Pea Ridge,PERI51,1,May 16 2016,Total,14
Pea Ridge,PERI51,1,May 18 2012,Conifer,6
Pea Ridge,PERI51,1,May 18 2012,Hardwood,7
Pea Ridge,PERI51,1,May 21 2016,Conifer,6
Pea Ridge,PERI51,1,May 21 2016,Hardwood,10
Pea Ridge,PERI51,1,May 21 2016,Total,16
Pea Ridge,PERI51,1,May 22 2021,Hardwood,15
Pea Ridge,PERI52,1,May 15 2008,Hardwood,3
Pea Ridge,PERI52,1,May 15 2012,Hardwood,6
Pea Ridge,PERI52,1,May 16 2016,Hardwood,10
Pea Ridge,PERI52,1,May 16 2016,Total,10
Pea Ridge,PERI52,1,May 22 2021,Hardwood,11
Pea Ridge,PERI53,1,May 15 2012,Conifer,9
Pea Ridge,PERI53,1,May 16 2008,Conifer,13
Pea Ridge,PERI53,1,May 17 2016,Conifer,6
Pea Ridge,PERI53,1,May 17 2016,Total,6
Pea Ridge,PERI53,1,May 22 2021,Hardwood,3
Pea Ridge,PERI54,1,May 23 2016,Total,0
Pea Ridge,PERI55,1,May 16 2008,Conifer,2
Pea Ridge,PERI55,1,May 16 2008,Hardwood,6
Pea Ridge,PERI55,1,May 18 2021,Conifer,4
Pea Ridge,PERI55,1,May 18 2021,Hardwood,7
Pea Ridge,PERI55,1,May 23 2012,Conifer,3
Pea Ridge,PERI55,1,May 23 2012,Hardwood,6
Pea Ridge,PERI55,1,May 24 2016,Conifer,1
Pea Ridge,PERI55,1,May 24 2016,Hardwood,7
Pea Ridge,PERI55,1,May 24 2016,Total,8
Pea Ridge,PERI56,1,May 12 2008,Conifer,1
Pea Ridge,PERI56,1,May 12 2008,Hardwood,7
Pea Ridge,PERI56,1,May 17 2012,Hardwood,10
Pea Ridge,PERI56,1,May 19 2021,Hardwood,10
Pea Ridge,PERI56,1,May 24 2016,Conifer,1
Pea Ridge,PERI56,1,May 24 2016,Hardwood,5
Pea Ridge,PERI56,1,May 24 2016,Total,6
Pea Ridge,PERI57,1,May 17 2012,Hardwood,10
Pea Ridge,PERI57,1,May 18 2008,Hardwood,13
Pea Ridge,PERI57,1,May 24 2016,Hardwood,9
Pea Ridge,PERI57,1,May 24 2016,Total,9
Pea Ridge,PERI57,1,May 24 2021,Hardwood,10
Pea Ridge,PERI58,1,May 17 2008,Hardwood,6
Pea Ridge,PERI58,1,May 17 2012,Hardwood,12
Pea Ridge,PERI58,1,May 20 2021,Hardwood,9
Pea Ridge,PERI58,1,May 24 2016,Hardwood,6
Pea Ridge,PERI58,1,May 24 2016,Total,6
Pea Ridge,PERI59,1,May 13 2008,Hardwood,1
Pea Ridge,PERI59,1,May 19 2021,Hardwood,1
Pea Ridge,PERI59,1,May 23 2016,Total,0
Pea Ridge,PERI6,1,May 14 2008,Hardwood,7
Pea Ridge,PERI6,1,May 17 2021,Hardwood,10
Pea Ridge,PERI6,1,May 18 2012,Hardwood,10
Pea Ridge,PERI6,1,May 21 2016,Hardwood,6
Pea Ridge,PERI6,1,May 21 2016,Total,6
Pea Ridge,PERI60,1,May 15 2008,Conifer,1
Pea Ridge,PERI60,1,May 15 2008,Hardwood,11
Pea Ridge,PERI60,1,May 16 2012,Conifer,4
Pea Ridge,PERI60,1,May 16 2012,Hardwood,14
Pea Ridge,PERI60,1,May 16 2016,Hardwood,10
Pea Ridge,PERI60,1,May 16 2016,Total,10
Pea Ridge,PERI60,1,May 20 2021,Hardwood,15
Pea Ridge,PERI61,1,May 15 2008,Hardwood,7
Pea Ridge,PERI61,1,May 15 2012,Hardwood,11
Pea Ridge,PERI61,1,May 16 2016,Hardwood,8
Pea Ridge,PERI61,1,May 16 2016,Total,8
Pea Ridge,PERI61,1,May 22 2021,Hardwood,11
Pea Ridge,PERI62,1,May 15 2012,Hardwood,4
Pea Ridge,PERI62,1,May 16 2008,Hardwood,7
Pea Ridge,PERI62,1,May 22 2021,Hardwood,11
Pea Ridge,PERI62,1,May 25 2016,Hardwood,5
Pea Ridge,PERI62,1,May 25 2016,Total,5
Pea Ridge,PERI63,1,May 23 2016,Total,0
Pea Ridge,PERI64,1,May 23 2016,Total,0
Pea Ridge,PERI65,1,May 17 2012,Conifer,1
Pea Ridge,PERI65,1,May 17 2012,Hardwood,1
Pea Ridge,PERI65,1,May 19 2021,Conifer,2
Pea Ridge,PERI65,1,May 19 2021,Hardwood,4
Pea Ridge,PERI65,1,May 24 2016,Conifer,2
Pea Ridge,PERI65,1,May 24 2016,Hardwood,2
Pea Ridge,PERI65,1,May 24 2016,Total,4
Pea Ridge,PERI66,1,May 12 2008,Hardwood,1
Pea Ridge,PERI66,1,May 19 2021,Hardwood,2
Pea Ridge,PERI66,1,May 24 2016,Conifer,1
Pea Ridge,PERI66,1,May 24 2016,Hardwood,2
Pea Ridge,PERI66,1,May 24 2016,Total,3
Pea Ridge,PERI67,1,May 17 2012,Conifer,1
Pea Ridge,PERI67,1,May 17 2012,Hardwood,7
Pea Ridge,PERI67,1,May 18 2008,Hardwood,8
Pea Ridge,PERI67,1,May 24 2016,Hardwood,5
Pea Ridge,PERI67,1,May 24 2016,Total,5
Pea Ridge,PERI67,1,May 24 2021,Hardwood,5
Pea Ridge,PERI68,1,May 13 2008,Conifer,8
Pea Ridge,PERI68,1,May 16 2012,Conifer,4
Pea Ridge,PERI68,1,May 16 2012,Hardwood,2
Pea Ridge,PERI68,1,May 24 2016,Hardwood,4
Pea Ridge,PERI68,1,May 24 2016,Total,4
Pea Ridge,PERI69,1,May 23 2016,Total,0
Pea Ridge,PERI7,1,May 14 2008,Hardwood,9
Pea Ridge,PERI7,1,May 17 2016,Hardwood,14
Pea Ridge,PERI7,1,May 17 2016,Total,14
Pea Ridge,PERI7,1,May 17 2021,Hardwood,16
Pea Ridge,PERI7,1,May 18 2012,Hardwood,8
Pea Ridge,PERI70,1,May 15 2008,Hardwood,8
Pea Ridge,PERI70,1,May 15 2012,Hardwood,10
Pea Ridge,PERI70,1,May 16 2016,Hardwood,19
Pea Ridge,PERI70,1,May 16 2016,Total,19
Pea Ridge,PERI70,1,May 22 2021,Hardwood,12
Pea Ridge,PERI71,1,May 15 2012,Conifer,4
Pea Ridge,PERI71,1,May 15 2012,Hardwood,1
Pea Ridge,PERI71,1,May 16 2008,Conifer,4
Pea Ridge,PERI71,1,May 16 2008,Hardwood,3
Pea Ridge,PERI71,1,May 22 2021,Hardwood,9
Pea Ridge,PERI71,1,May 25 2016,Conifer,3
Pea Ridge,PERI71,1,May 25 2016,Hardwood,1
Pea Ridge,PERI71,1,May 25 2016,Total,4
Pea Ridge,PERI72,1,May 15 2012,Conifer,5
Pea Ridge,PERI72,1,May 15 2012,Hardwood,2
Pea Ridge,PERI72,1,May 16 2008,Conifer,5
Pea Ridge,PERI72,1,May 16 2008,Hardwood,1
Pea Ridge,PERI72,1,May 18 2021,Hardwood,2
Pea Ridge,PERI72,1,May 23 2016,Conifer,6
Pea Ridge,PERI72,1,May 23 2016,Hardwood,2
Pea Ridge,PERI72,1,May 23 2016,Total,8
Pea Ridge,PERI73,1,May 23 2016,Total,0
Pea Ridge,PERI74,1,May 12 2008,Hardwood,3
Pea Ridge,PERI74,1,May 14 2012,Hardwood,1
Pea Ridge,PERI74,1,May 19 2021,Hardwood,2
Pea Ridge,PERI74,1,May 23 2016,Hardwood,2
Pea Ridge,PERI74,1,May 23 2016,Total,2
Pea Ridge,PERI75,1,May 12 2008,Hardwood,4
Pea Ridge,PERI75,1,May 14 2012,Conifer,1
Pea Ridge,PERI75,1,May 14 2012,Hardwood,5
Pea Ridge,PERI75,1,May 24 2016,Conifer,1
Pea Ridge,PERI75,1,May 24 2016,Hardwood,10
Pea Ridge,PERI75,1,May 24 2016,Total,11
Pea Ridge,PERI75,1,May 24 2021,Hardwood,6
Pea Ridge,PERI76,1,May 12 2008,Hardwood,1
Pea Ridge,PERI76,1,May 17 2012,Hardwood,2
Pea Ridge,PERI76,1,May 24 2016,Hardwood,1
Pea Ridge,PERI76,1,May 24 2016,Total,1
Pea Ridge,PERI76,1,May 24 2021,Hardwood,4
Pea Ridge,PERI77,1,May 17 2012,Hardwood,10
Pea Ridge,PERI77,1,May 18 2008,Hardwood,9
Pea Ridge,PERI77,1,May 20 2021,Hardwood,6
Pea Ridge,PERI77,1,May 24 2016,Hardwood,5
Pea Ridge,PERI77,1,May 24 2016,Total,5
Pea Ridge,PERI78,1,May 19 2021,Hardwood,1
Pea Ridge,PERI78,1,May 24 2016,Total,0
Pea Ridge,PERI79,1,May 24 2016,Total,0
Pea Ridge,PERI8,1,May 14 2008,Hardwood,10
Pea Ridge,PERI8,1,May 17 2016,Hardwood,11
Pea Ridge,PERI8,1,May 17 2016,Total,11
Pea Ridge,PERI8,1,May 17 2021,Hardwood,12
Pea Ridge,PERI8,1,May 23 2012,Hardwood,11
Pea Ridge,PERI80,1,May 13 2008,Conifer,1
Pea Ridge,PERI80,1,May 13 2008,Hardwood,1
Pea Ridge,PERI80,1,May 15 2012,Conifer,1
Pea Ridge,PERI80,1,May 15 2012,Hardwood,4
Pea Ridge,PERI80,1,May 20 2021,Hardwood,8
Pea Ridge,PERI80,1,May 23 2016,Hardwood,7
Pea Ridge,PERI80,1,May 23 2016,Total,7
Pea Ridge,PERI81,1,May 15 2012,Hardwood,14
Pea Ridge,PERI81,1,May 16 2008,Hardwood,13
Pea Ridge,PERI81,1,May 22 2021,Hardwood,17
Pea Ridge,PERI81,1,May 25 2016,Hardwood,9
Pea Ridge,PERI81,1,May 25 2016,Total,9
Pea Ridge,PERI82,1,May 23 2016,Total,0
Pea Ridge,PERI83,1,May 23 2016,Total,0
Pea Ridge,PERI84,1,May 12 2008,Hardwood,3
Pea Ridge,PERI84,1,May 14 2012,Hardwood,4
Pea Ridge,PERI84,1,May 22 2021,Conifer,1
Pea Ridge,PERI84,1,May 22 2021,Hardwood,3
