ParkUnit,Plot,SubPlot,EventDate,Distance,Height,CoverClassCode,CoverClassMidPoint,CoverClassRange
Agate Fossil Beds,AGFO12,4,Jun  7 2004,5 m distance,0.50 m,2,3,1 - 5%
Agate Fossil Beds,AGFO12,4,Jun  7 2004,15 m distance,0.50 m,5,62.5,50 - 75%
Agate Fossil Beds,AGFO12,4,Jun  7 2004,5 m distance,0.75 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO12,4,Jun  7 2004,15 m distance,0.75 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO12,4,Jun  7 2005,5 m distance,0.50 m,5,62.5,50 - 75%
Agate Fossil Beds,AGFO12,4,Jun  7 2005,15 m distance,0.50 m,6,85,75 - 95%
Agate Fossil Beds,AGFO12,4,Jun  7 2005,15 m distance,0.75 m,4,37.5,25 - 50%
Agate Fossil Beds,AGFO12,4,Jun  7 2005,5 m distance,0.75 m,3,15,5 - 25%
Agate Fossil Beds,AGFO12,4,Jun  7 2006,5 m distance,0.50 m,5,62.5,50 - 75%
Agate Fossil Beds,AGFO12,4,Jun  7 2006,15 m distance,0.50 m,7,97.5,95 - 100%
Agate Fossil Beds,AGFO12,4,Jun  7 2006,5 m distance,0.75 m,3,15,5 - 25%
Agate Fossil Beds,AGFO12,4,Jun  7 2006,15 m distance,0.75 m,3,15,5 - 25%
Agate Fossil Beds,AGFO12,4,May  8 2001,15 m distance,0.50 m,7,97.5,95 - 100%
Agate Fossil Beds,AGFO13,1,Jun  3 2003,15 m distance,0.50 m,3,15,5 - 25%
Agate Fossil Beds,AGFO13,1,Jun  3 2003,5 m distance,0.50 m,5,62.5,50 - 75%
Agate Fossil Beds,AGFO13,1,Jun  3 2003,5 m distance,0.75 m,3,15,5 - 25%
Agate Fossil Beds,AGFO13,1,Jun  3 2003,15 m distance,0.75 m,2,3,1 - 5%
Agate Fossil Beds,AGFO13,1,Jun  3 2003,5 m distance,1.0 m,2,3,1 - 5%
Agate Fossil Beds,AGFO13,1,Jun  3 2003,15 m distance,1.0 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO13,1,Jun  7 2004,5 m distance,0.50 m,2,3,1 - 5%
Agate Fossil Beds,AGFO13,1,Jun  7 2004,15 m distance,0.50 m,5,62.5,50 - 75%
Agate Fossil Beds,AGFO13,1,Jun  7 2004,15 m distance,0.75 m,3,15,5 - 25%
Agate Fossil Beds,AGFO13,1,Jun  7 2005,5 m distance,0.50 m,6,85,75 - 95%
Agate Fossil Beds,AGFO13,1,Jun  7 2005,15 m distance,0.50 m,7,97.5,95 - 100%
Agate Fossil Beds,AGFO13,1,Jun  7 2005,15 m distance,0.75 m,5,62.5,50 - 75%
Agate Fossil Beds,AGFO13,1,Jun  7 2005,5 m distance,0.75 m,4,37.5,25 - 50%
Agate Fossil Beds,AGFO13,1,Jun  7 2005,15 m distance,1.0 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO13,1,Jun  7 2006,5 m distance,0.50 m,4,37.5,25 - 50%
Agate Fossil Beds,AGFO13,1,Jun  7 2006,15 m distance,0.50 m,7,97.5,95 - 100%
Agate Fossil Beds,AGFO13,1,Jun  7 2006,15 m distance,0.75 m,3,15,5 - 25%
Agate Fossil Beds,AGFO13,1,May  8 2001,5 m distance,0.50 m,2,3,1 - 5%
Agate Fossil Beds,AGFO13,1,May  8 2001,2 m distance,0.50 m,2,3,1 - 5%
Agate Fossil Beds,AGFO13,1,May  8 2001,15 m distance,0.50 m,5,62.5,50 - 75%
Agate Fossil Beds,AGFO13,2,Jun  3 2003,15 m distance,0.50 m,6,85,75 - 95%
Agate Fossil Beds,AGFO13,2,Jun  3 2003,5 m distance,0.50 m,3,15,5 - 25%
Agate Fossil Beds,AGFO13,2,Jun  3 2003,15 m distance,0.75 m,4,37.5,25 - 50%
Agate Fossil Beds,AGFO13,2,Jun  3 2003,5 m distance,0.75 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO13,2,Jun  3 2003,15 m distance,1.0 m,2,3,1 - 5%
Agate Fossil Beds,AGFO13,2,Jun  7 2004,5 m distance,0.50 m,4,37.5,25 - 50%
Agate Fossil Beds,AGFO13,2,Jun  7 2004,15 m distance,0.50 m,5,62.5,50 - 75%
Agate Fossil Beds,AGFO13,2,Jun  7 2004,5 m distance,0.75 m,2,3,1 - 5%
Agate Fossil Beds,AGFO13,2,Jun  7 2004,15 m distance,0.75 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO13,2,Jun  7 2005,5 m distance,0.50 m,5,62.5,50 - 75%
Agate Fossil Beds,AGFO13,2,Jun  7 2005,15 m distance,0.50 m,7,97.5,95 - 100%
Agate Fossil Beds,AGFO13,2,Jun  7 2005,15 m distance,0.75 m,5,62.5,50 - 75%
Agate Fossil Beds,AGFO13,2,Jun  7 2005,5 m distance,0.75 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO13,2,Jun  7 2006,5 m distance,0.50 m,7,97.5,95 - 100%
Agate Fossil Beds,AGFO13,2,Jun  7 2006,15 m distance,0.50 m,7,97.5,95 - 100%
Agate Fossil Beds,AGFO13,2,Jun  7 2006,5 m distance,0.75 m,5,62.5,50 - 75%
Agate Fossil Beds,AGFO13,2,Jun  7 2006,15 m distance,0.75 m,5,62.5,50 - 75%
Agate Fossil Beds,AGFO13,2,Jun  7 2006,5 m distance,1.0 m,2,3,1 - 5%
Agate Fossil Beds,AGFO13,2,Jun  7 2006,15 m distance,1.0 m,3,15,5 - 25%
Agate Fossil Beds,AGFO13,2,May  8 2001,15 m distance,0.50 m,7,97.5,95 - 100%
Agate Fossil Beds,AGFO13,2,May  8 2001,15 m distance,1.0 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO13,3,Jun  3 2003,5 m distance,0.50 m,3,15,5 - 25%
Agate Fossil Beds,AGFO13,3,Jun  3 2003,15 m distance,0.50 m,4,37.5,25 - 50%
Agate Fossil Beds,AGFO13,3,Jun  3 2003,15 m distance,0.75 m,3,15,5 - 25%
Agate Fossil Beds,AGFO13,3,Jun  3 2003,5 m distance,0.75 m,2,3,1 - 5%
Agate Fossil Beds,AGFO13,3,Jun  3 2003,5 m distance,1.0 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO13,3,Jun  3 2003,15 m distance,1.0 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO13,3,Jun  7 2004,5 m distance,0.50 m,3,15,5 - 25%
Agate Fossil Beds,AGFO13,3,Jun  7 2004,15 m distance,0.50 m,5,62.5,50 - 75%
Agate Fossil Beds,AGFO13,3,Jun  7 2005,5 m distance,0.50 m,6,85,75 - 95%
Agate Fossil Beds,AGFO13,3,Jun  7 2005,15 m distance,0.50 m,7,97.5,95 - 100%
Agate Fossil Beds,AGFO13,3,Jun  7 2005,15 m distance,0.75 m,5,62.5,50 - 75%
Agate Fossil Beds,AGFO13,3,Jun  7 2005,5 m distance,0.75 m,3,15,5 - 25%
Agate Fossil Beds,AGFO13,3,Jun  7 2005,15 m distance,1.0 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO13,3,Jun  7 2005,5 m distance,1.0 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO13,3,Jun  7 2006,5 m distance,0.50 m,4,37.5,25 - 50%
Agate Fossil Beds,AGFO13,3,Jun  7 2006,15 m distance,0.50 m,7,97.5,95 - 100%
Agate Fossil Beds,AGFO13,3,Jun  7 2006,15 m distance,0.75 m,4,37.5,25 - 50%
Agate Fossil Beds,AGFO13,3,Jun  7 2006,5 m distance,0.75 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO13,3,May  8 2001,15 m distance,0.50 m,4,37.5,25 - 50%
Agate Fossil Beds,AGFO13,4,Jun  3 2003,5 m distance,0.50 m,3,15,5 - 25%
Agate Fossil Beds,AGFO13,4,Jun  3 2003,15 m distance,0.50 m,2,3,1 - 5%
Agate Fossil Beds,AGFO13,4,Jun  3 2003,15 m distance,0.75 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO13,4,Jun  3 2003,5 m distance,0.75 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO13,4,Jun  3 2003,5 m distance,1.0 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO13,4,Jun  7 2004,15 m distance,0.50 m,5,62.5,50 - 75%
Agate Fossil Beds,AGFO13,4,Jun  7 2004,5 m distance,0.50 m,6,85,75 - 95%
Agate Fossil Beds,AGFO13,4,Jun  7 2004,5 m distance,0.75 m,4,37.5,25 - 50%
Agate Fossil Beds,AGFO13,4,Jun  7 2004,15 m distance,0.75 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO13,4,Jun  7 2005,5 m distance,0.50 m,5,62.5,50 - 75%
Agate Fossil Beds,AGFO13,4,Jun  7 2005,15 m distance,0.50 m,6,85,75 - 95%
Agate Fossil Beds,AGFO13,4,Jun  7 2005,5 m distance,0.75 m,3,15,5 - 25%
Agate Fossil Beds,AGFO13,4,Jun  7 2005,15 m distance,0.75 m,3,15,5 - 25%
Agate Fossil Beds,AGFO13,4,Jun  7 2006,15 m distance,0.50 m,6,85,75 - 95%
Agate Fossil Beds,AGFO13,4,Jun  7 2006,5 m distance,0.50 m,5,62.5,50 - 75%
Agate Fossil Beds,AGFO13,4,Jun  7 2006,5 m distance,0.75 m,2,3,1 - 5%
Agate Fossil Beds,AGFO13,4,Jun  7 2006,15 m distance,0.75 m,2,3,1 - 5%
Agate Fossil Beds,AGFO13,4,May  8 2001,15 m distance,0.50 m,5,62.5,50 - 75%
Agate Fossil Beds,AGFO14,1,Jun  3 2003,5 m distance,0.50 m,3,15,5 - 25%
Agate Fossil Beds,AGFO14,1,Jun  3 2003,15 m distance,0.50 m,4,37.5,25 - 50%
Agate Fossil Beds,AGFO14,1,Jun  3 2003,15 m distance,0.75 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO14,1,Jun  3 2003,5 m distance,0.75 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO14,1,Jun  3 2003,15 m distance,1.0 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO14,1,Jun  7 2004,15 m distance,0.50 m,2,3,1 - 5%
Agate Fossil Beds,AGFO14,1,Jun  7 2004,5 m distance,0.50 m,7,97.5,95 - 100%
Agate Fossil Beds,AGFO14,1,Jun  7 2004,5 m distance,0.75 m,7,97.5,95 - 100%
Agate Fossil Beds,AGFO14,1,Jun  7 2004,15 m distance,0.75 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO14,1,Jun  7 2004,5 m distance,1.0 m,6,85,75 - 95%
Agate Fossil Beds,AGFO14,1,Jun  7 2005,5 m distance,0.50 m,5,62.5,50 - 75%
Agate Fossil Beds,AGFO14,1,Jun  7 2005,15 m distance,0.50 m,7,97.5,95 - 100%
Agate Fossil Beds,AGFO14,1,Jun  7 2005,5 m distance,0.75 m,2,3,1 - 5%
Agate Fossil Beds,AGFO14,1,Jun  7 2005,15 m distance,0.75 m,3,15,5 - 25%
Agate Fossil Beds,AGFO14,1,Jun  7 2006,5 m distance,0.50 m,4,37.5,25 - 50%
Agate Fossil Beds,AGFO14,1,Jun  7 2006,15 m distance,0.50 m,5,62.5,50 - 75%
Agate Fossil Beds,AGFO14,1,May  8 2001,15 m distance,0.50 m,4,37.5,25 - 50%
Agate Fossil Beds,AGFO14,1,May  8 2001,2 m distance,0.50 m,2,3,1 - 5%
Agate Fossil Beds,AGFO14,1,May  8 2001,5 m distance,0.50 m,2,3,1 - 5%
Agate Fossil Beds,AGFO14,2,Jun  3 2003,15 m distance,0.50 m,6,85,75 - 95%
Agate Fossil Beds,AGFO14,2,Jun  3 2003,5 m distance,0.50 m,5,62.5,50 - 75%
Agate Fossil Beds,AGFO14,2,Jun  3 2003,15 m distance,0.75 m,4,37.5,25 - 50%
Agate Fossil Beds,AGFO14,2,Jun  3 2003,5 m distance,0.75 m,3,15,5 - 25%
Agate Fossil Beds,AGFO14,2,Jun  3 2003,15 m distance,1.0 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO14,2,Jun  7 2004,5 m distance,0.50 m,3,15,5 - 25%
Agate Fossil Beds,AGFO14,2,Jun  7 2004,15 m distance,0.50 m,4,37.5,25 - 50%
Agate Fossil Beds,AGFO14,2,Jun  7 2004,15 m distance,0.75 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO14,2,Jun  7 2004,5 m distance,0.75 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO14,2,Jun  7 2005,5 m distance,0.50 m,5,62.5,50 - 75%
Agate Fossil Beds,AGFO14,2,Jun  7 2005,15 m distance,0.50 m,6,85,75 - 95%
Agate Fossil Beds,AGFO14,2,Jun  7 2005,5 m distance,0.75 m,3,15,5 - 25%
Agate Fossil Beds,AGFO14,2,Jun  7 2005,15 m distance,0.75 m,3,15,5 - 25%
Agate Fossil Beds,AGFO14,2,Jun  7 2005,5 m distance,1.0 m,3,15,5 - 25%
Agate Fossil Beds,AGFO14,2,Jun  7 2006,15 m distance,0.50 m,4,37.5,25 - 50%
Agate Fossil Beds,AGFO14,2,Jun  7 2006,5 m distance,0.50 m,5,62.5,50 - 75%
Agate Fossil Beds,AGFO14,2,Jun  7 2006,5 m distance,0.75 m,2,3,1 - 5%
Agate Fossil Beds,AGFO14,2,May  8 2001,15 m distance,0.50 m,3,15,5 - 25%
Agate Fossil Beds,AGFO14,3,Jun  3 2003,5 m distance,0.50 m,5,62.5,50 - 75%
Agate Fossil Beds,AGFO14,3,Jun  3 2003,15 m distance,0.50 m,7,97.5,95 - 100%
Agate Fossil Beds,AGFO14,3,Jun  3 2003,5 m distance,0.75 m,5,62.5,50 - 75%
Agate Fossil Beds,AGFO14,3,Jun  3 2003,15 m distance,0.75 m,6,85,75 - 95%
Agate Fossil Beds,AGFO14,3,Jun  3 2003,5 m distance,1.0 m,3,15,5 - 25%
Agate Fossil Beds,AGFO14,3,Jun  3 2003,15 m distance,1.0 m,2,3,1 - 5%
Agate Fossil Beds,AGFO14,3,Jun  7 2004,15 m distance,0.50 m,5,62.5,50 - 75%
Agate Fossil Beds,AGFO14,3,Jun  7 2004,5 m distance,0.50 m,4,37.5,25 - 50%
Agate Fossil Beds,AGFO14,3,Jun  7 2004,15 m distance,0.75 m,2,3,1 - 5%
Agate Fossil Beds,AGFO14,3,Jun  7 2004,5 m distance,0.75 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO14,3,Jun  7 2005,5 m distance,0.50 m,5,62.5,50 - 75%
Agate Fossil Beds,AGFO14,3,Jun  7 2005,15 m distance,0.50 m,7,97.5,95 - 100%
Agate Fossil Beds,AGFO14,3,Jun  7 2005,15 m distance,0.75 m,5,62.5,50 - 75%
Agate Fossil Beds,AGFO14,3,Jun  7 2005,5 m distance,0.75 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO14,3,Jun  7 2006,5 m distance,0.50 m,5,62.5,50 - 75%
Agate Fossil Beds,AGFO14,3,Jun  7 2006,15 m distance,0.50 m,7,97.5,95 - 100%
Agate Fossil Beds,AGFO14,3,Jun  7 2006,5 m distance,0.75 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO14,3,Jun  7 2006,15 m distance,0.75 m,3,15,5 - 25%
Agate Fossil Beds,AGFO14,3,May  8 2001,15 m distance,0.50 m,3,15,5 - 25%
Agate Fossil Beds,AGFO14,4,Jun  3 2003,5 m distance,0.50 m,4,37.5,25 - 50%
Agate Fossil Beds,AGFO14,4,Jun  3 2003,15 m distance,0.50 m,6,85,75 - 95%
Agate Fossil Beds,AGFO14,4,Jun  3 2003,5 m distance,0.75 m,3,15,5 - 25%
Agate Fossil Beds,AGFO14,4,Jun  3 2003,15 m distance,0.75 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO14,4,Jun  3 2003,5 m distance,1.0 m,3,15,5 - 25%
Agate Fossil Beds,AGFO14,4,Jun  7 2004,5 m distance,0.50 m,4,37.5,25 - 50%
Agate Fossil Beds,AGFO14,4,Jun  7 2004,15 m distance,0.50 m,5,62.5,50 - 75%
Agate Fossil Beds,AGFO14,4,Jun  7 2004,5 m distance,0.75 m,2,3,1 - 5%
Agate Fossil Beds,AGFO14,4,Jun  7 2004,15 m distance,0.75 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO14,4,Jun  7 2005,5 m distance,0.50 m,5,62.5,50 - 75%
Agate Fossil Beds,AGFO14,4,Jun  7 2005,15 m distance,0.50 m,6,85,75 - 95%
Agate Fossil Beds,AGFO14,4,Jun  7 2005,15 m distance,0.75 m,2,3,1 - 5%
Agate Fossil Beds,AGFO14,4,Jun  7 2005,5 m distance,0.75 m,3,15,5 - 25%
Agate Fossil Beds,AGFO14,4,Jun  7 2006,5 m distance,0.50 m,5,62.5,50 - 75%
Agate Fossil Beds,AGFO14,4,Jun  7 2006,15 m distance,0.50 m,6,85,75 - 95%
Agate Fossil Beds,AGFO14,4,May  8 2001,15 m distance,0.50 m,2,3,1 - 5%
Agate Fossil Beds,AGFO15,1,Jun  5 2003,5 m distance,0.50 m,6,85,75 - 95%
Agate Fossil Beds,AGFO15,1,Jun  5 2003,15 m distance,0.50 m,7,97.5,95 - 100%
Agate Fossil Beds,AGFO15,1,Jun  5 2003,15 m distance,0.75 m,5,62.5,50 - 75%
Agate Fossil Beds,AGFO15,1,Jun  5 2003,5 m distance,0.75 m,3,15,5 - 25%
Agate Fossil Beds,AGFO15,1,Jun  5 2003,15 m distance,1.0 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO15,1,Jun  8 2005,5 m distance,0.50 m,6,85,75 - 95%
Agate Fossil Beds,AGFO15,1,Jun  8 2005,15 m distance,0.50 m,7,97.5,95 - 100%
Agate Fossil Beds,AGFO15,1,Jun  8 2005,15 m distance,0.75 m,6,85,75 - 95%
Agate Fossil Beds,AGFO15,1,Jun  8 2005,5 m distance,0.75 m,2,3,1 - 5%
Agate Fossil Beds,AGFO15,1,Jun  8 2005,15 m distance,1.0 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO15,1,Jun  8 2006,5 m distance,0.50 m,5,62.5,50 - 75%
Agate Fossil Beds,AGFO15,1,Jun  8 2006,15 m distance,0.50 m,6,85,75 - 95%
Agate Fossil Beds,AGFO15,1,Jun  8 2006,5 m distance,0.75 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO15,1,Jun  8 2006,15 m distance,0.75 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO15,1,Jun  9 2004,5 m distance,0.50 m,3,15,5 - 25%
Agate Fossil Beds,AGFO15,1,Jun  9 2004,15 m distance,0.50 m,5,62.5,50 - 75%
Agate Fossil Beds,AGFO15,1,Jun  9 2004,5 m distance,0.75 m,2,3,1 - 5%
Agate Fossil Beds,AGFO15,1,Jun  9 2004,15 m distance,0.75 m,2,3,1 - 5%
Agate Fossil Beds,AGFO15,1,Jun  9 2004,15 m distance,1.0 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO15,2,Jun  5 2003,5 m distance,0.50 m,5,62.5,50 - 75%
Agate Fossil Beds,AGFO15,2,Jun  5 2003,15 m distance,0.50 m,7,97.5,95 - 100%
Agate Fossil Beds,AGFO15,2,Jun  5 2003,5 m distance,0.75 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO15,2,Jun  5 2003,15 m distance,0.75 m,3,15,5 - 25%
Agate Fossil Beds,AGFO15,2,Jun  8 2005,5 m distance,0.50 m,6,85,75 - 95%
Agate Fossil Beds,AGFO15,2,Jun  8 2005,15 m distance,0.50 m,5,62.5,50 - 75%
Agate Fossil Beds,AGFO15,2,Jun  8 2005,5 m distance,0.75 m,3,15,5 - 25%
Agate Fossil Beds,AGFO15,2,Jun  8 2005,15 m distance,0.75 m,3,15,5 - 25%
Agate Fossil Beds,AGFO15,2,Jun  8 2006,5 m distance,0.50 m,5,62.5,50 - 75%
Agate Fossil Beds,AGFO15,2,Jun  8 2006,15 m distance,0.50 m,5,62.5,50 - 75%
Agate Fossil Beds,AGFO15,2,Jun  8 2006,5 m distance,0.75 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO15,2,Jun  9 2004,5 m distance,0.50 m,3,15,5 - 25%
Agate Fossil Beds,AGFO15,2,Jun  9 2004,15 m distance,0.50 m,4,37.5,25 - 50%
Agate Fossil Beds,AGFO15,2,Jun  9 2004,5 m distance,0.75 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO15,2,Jun  9 2004,15 m distance,0.75 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO15,3,Jun  5 2003,5 m distance,0.50 m,2,3,1 - 5%
Agate Fossil Beds,AGFO15,3,Jun  5 2003,15 m distance,0.50 m,7,97.5,95 - 100%
Agate Fossil Beds,AGFO15,3,Jun  5 2003,15 m distance,0.75 m,4,37.5,25 - 50%
Agate Fossil Beds,AGFO15,3,Jun  8 2005,5 m distance,0.50 m,7,97.5,95 - 100%
Agate Fossil Beds,AGFO15,3,Jun  8 2005,15 m distance,0.50 m,7,97.5,95 - 100%
Agate Fossil Beds,AGFO15,3,Jun  8 2005,15 m distance,0.75 m,6,85,75 - 95%
Agate Fossil Beds,AGFO15,3,Jun  8 2005,5 m distance,0.75 m,3,15,5 - 25%
Agate Fossil Beds,AGFO15,3,Jun  8 2005,15 m distance,1.0 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO15,3,Jun  8 2006,15 m distance,0.50 m,3,15,5 - 25%
Agate Fossil Beds,AGFO15,3,Jun  8 2006,5 m distance,0.50 m,3,15,5 - 25%
Agate Fossil Beds,AGFO15,3,Jun  8 2006,5 m distance,0.75 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO15,3,Jun  8 2006,15 m distance,0.75 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO15,3,Jun  9 2004,5 m distance,0.50 m,4,37.5,25 - 50%
Agate Fossil Beds,AGFO15,3,Jun  9 2004,15 m distance,0.50 m,6,85,75 - 95%
Agate Fossil Beds,AGFO15,3,Jun  9 2004,5 m distance,0.75 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO15,3,Jun  9 2004,15 m distance,0.75 m,4,37.5,25 - 50%
Agate Fossil Beds,AGFO15,4,Jun  5 2003,5 m distance,0.50 m,4,37.5,25 - 50%
Agate Fossil Beds,AGFO15,4,Jun  5 2003,15 m distance,0.50 m,6,85,75 - 95%
Agate Fossil Beds,AGFO15,4,Jun  5 2003,15 m distance,0.75 m,2,3,1 - 5%
Agate Fossil Beds,AGFO15,4,Jun  5 2003,5 m distance,0.75 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO15,4,Jun  8 2005,5 m distance,0.50 m,5,62.5,50 - 75%
Agate Fossil Beds,AGFO15,4,Jun  8 2005,15 m distance,0.50 m,7,97.5,95 - 100%
Agate Fossil Beds,AGFO15,4,Jun  8 2005,5 m distance,0.75 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO15,4,Jun  8 2005,15 m distance,0.75 m,3,15,5 - 25%
Agate Fossil Beds,AGFO15,4,Jun  8 2006,15 m distance,0.50 m,4,37.5,25 - 50%
Agate Fossil Beds,AGFO15,4,Jun  8 2006,5 m distance,0.50 m,4,37.5,25 - 50%
Agate Fossil Beds,AGFO15,4,Jun  8 2006,5 m distance,0.75 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO15,4,Jun  9 2004,5 m distance,0.50 m,4,37.5,25 - 50%
Agate Fossil Beds,AGFO15,4,Jun  9 2004,15 m distance,0.50 m,5,62.5,50 - 75%
Agate Fossil Beds,AGFO15,4,Jun  9 2004,5 m distance,0.75 m,2,3,1 - 5%
Agate Fossil Beds,AGFO16,1,Jun  5 2003,5 m distance,0.50 m,4,37.5,25 - 50%
Agate Fossil Beds,AGFO16,1,Jun  5 2003,15 m distance,0.50 m,7,97.5,95 - 100%
Agate Fossil Beds,AGFO16,1,Jun  5 2003,15 m distance,0.75 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO16,1,Jun  5 2003,5 m distance,0.75 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO16,1,Jun  8 2005,5 m distance,0.50 m,4,37.5,25 - 50%
Agate Fossil Beds,AGFO16,1,Jun  8 2005,15 m distance,0.50 m,7,97.5,95 - 100%
Agate Fossil Beds,AGFO16,1,Jun  8 2005,5 m distance,0.75 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO16,1,Jun  8 2005,15 m distance,0.75 m,3,15,5 - 25%
Agate Fossil Beds,AGFO16,1,Jun  8 2006,15 m distance,0.50 m,4,37.5,25 - 50%
Agate Fossil Beds,AGFO16,1,Jun  8 2006,5 m distance,0.50 m,5,62.5,50 - 75%
Agate Fossil Beds,AGFO16,1,Jun  8 2006,5 m distance,0.75 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO16,1,Jun  9 2004,5 m distance,0.50 m,3,15,5 - 25%
Agate Fossil Beds,AGFO16,1,Jun  9 2004,15 m distance,0.50 m,5,62.5,50 - 75%
Agate Fossil Beds,AGFO16,1,Jun  9 2004,5 m distance,0.75 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO16,2,Jun  5 2003,5 m distance,0.50 m,5,62.5,50 - 75%
Agate Fossil Beds,AGFO16,2,Jun  5 2003,15 m distance,0.50 m,6,85,75 - 95%
Agate Fossil Beds,AGFO16,2,Jun  5 2003,15 m distance,0.75 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO16,2,Jun  5 2003,5 m distance,0.75 m,2,3,1 - 5%
Agate Fossil Beds,AGFO16,2,Jun  8 2005,5 m distance,0.50 m,4,37.5,25 - 50%
Agate Fossil Beds,AGFO16,2,Jun  8 2005,15 m distance,0.50 m,7,97.5,95 - 100%
Agate Fossil Beds,AGFO16,2,Jun  8 2005,15 m distance,0.75 m,4,37.5,25 - 50%
Agate Fossil Beds,AGFO16,2,Jun  8 2005,5 m distance,0.75 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO16,2,Jun  8 2006,5 m distance,0.50 m,4,37.5,25 - 50%
Agate Fossil Beds,AGFO16,2,Jun  8 2006,15 m distance,0.50 m,5,62.5,50 - 75%
Agate Fossil Beds,AGFO16,2,Jun  8 2006,5 m distance,0.75 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO16,2,Jun  8 2006,15 m distance,0.75 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO16,2,Jun  9 2004,5 m distance,0.50 m,3,15,5 - 25%
Agate Fossil Beds,AGFO16,2,Jun  9 2004,15 m distance,0.50 m,5,62.5,50 - 75%
Agate Fossil Beds,AGFO16,2,Jun  9 2004,5 m distance,0.75 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO16,2,Jun  9 2004,15 m distance,0.75 m,2,3,1 - 5%
Agate Fossil Beds,AGFO16,3,Jun  5 2003,5 m distance,0.50 m,5,62.5,50 - 75%
Agate Fossil Beds,AGFO16,3,Jun  5 2003,15 m distance,0.50 m,6,85,75 - 95%
Agate Fossil Beds,AGFO16,3,Jun  5 2003,5 m distance,0.75 m,1,0.5,trace - 1%
Agate Fossil Beds,AGFO16,3,Jun  5 2003,15 m distance,0.75 m,2,3,1 - 5%
Agate Fossil Beds,AGFO16,3,Jun  8 2005,15 m distance,0.50 m,6,85,75 - 95%
Agate Fossil Beds,AGFO16,3,Jun  8 2005,5 m distance,0.50 m,7,97.5,95 - 100%
Agate Fossil Beds,AGFO16,3,Jun  8 2005,15 m distance,0.75 m,3,15,5 - 25%
Agate Fossil Beds,AGFO16,3,Jun  8 2005,5 m distance,0.75 m,3,15,5 - 25%
Agate Fossil Beds,AGFO16,3,Jun  8 2006,5 m distance,0.50 m,4,37.5,25 - 50%
Agate Fossil Beds,AGFO16,3,Jun  8 2006,15 m distance,0.50 m,4,37.5,25 - 50%
