ParkUnit,Plot,SubPlot,EventDate,TaxonCode,Family,CommonName,ScientificName,DBHClass,TreeCount
Effigy Mounds,EFMO46,1,Jun  2 2013,POGR4,Salicaceae,bigtooth aspen,Populus grandidentata,> 38.0 cm,2
Effigy Mounds,EFMO46,1,Jun  2 2013,SNAG,Snag,snag,Snag,2.6 - 8.0 cm,1
Effigy Mounds,EFMO46,1,Jun  2 2013,SNAG,Snag,snag,Snag,8.1 - 15.0 cm,1
Effigy Mounds,EFMO46,1,Jun  2 2013,ULAM,Ulmaceae,American elm,Ulmus americana,2.6 - 8.0 cm,3
Effigy Mounds,EFMO46,1,May 23 2022,ACER,Aceraceae,maple spp,Acer spp,8.1 - 15.0 cm,1
Effigy Mounds,EFMO46,1,May 23 2022,CACA18,Betulaceae,American hornbeam,Carpinus caroliniana,2.6 - 8.0 cm,1
Effigy Mounds,EFMO46,1,May 23 2022,CARYA,Juglandaceae,hickory,Carya spp,1.1 - 2.5 cm,1
Effigy Mounds,EFMO46,1,May 23 2022,OSVI,Betulaceae,hophornbeam,Ostrya virginiana,8.1 - 15.0 cm,2
Effigy Mounds,EFMO46,1,May 23 2022,QUERC,Fagaceae,oak,Quercus spp,23.1 - 38.0 cm,1
Effigy Mounds,EFMO46,1,May 30 2009,ACSA2,Aceraceae,silver maple,Acer saccharinum,< 1.0 cm,1
Effigy Mounds,EFMO46,1,May 30 2009,ACSA2,Aceraceae,silver maple,Acer saccharinum,1.1 - 2.5 cm,1
Effigy Mounds,EFMO46,1,May 30 2009,ACSA2,Aceraceae,silver maple,Acer saccharinum,2.6 - 8.0 cm,2
Effigy Mounds,EFMO46,1,May 30 2009,CARYA,Juglandaceae,hickory,Carya spp,1.1 - 2.5 cm,1
Effigy Mounds,EFMO46,1,May 30 2009,OSVI,Betulaceae,hophornbeam,Ostrya virginiana,2.6 - 8.0 cm,1
Effigy Mounds,EFMO46,1,May 30 2009,OSVI,Betulaceae,hophornbeam,Ostrya virginiana,8.1 - 15.0 cm,1
Effigy Mounds,EFMO46,1,May 30 2009,QURU,Fagaceae,northern red oak,Quercus rubra,15.1 - 23.0 cm,1
Effigy Mounds,EFMO46,1,May 30 2009,QURU,Fagaceae,northern red oak,Quercus rubra,> 38.0 cm,1
Effigy Mounds,EFMO46,1,May 30 2009,SNAG,Snag,snag,Snag,2.6 - 8.0 cm,4
Effigy Mounds,EFMO46,1,May 30 2009,ULMUS,Ulmaceae,elm,Ulmus spp,2.6 - 8.0 cm,2
Effigy Mounds,EFMO46,1,May 30 2009,ULMUS,Ulmaceae,elm,Ulmus spp,8.1 - 15.0 cm,3
Effigy Mounds,EFMO47,0,May 25 2017,FRPE,Oleaceae,green ash,Fraxinus pennsylvanica,8.1 - 15.0 cm,2
Effigy Mounds,EFMO47,0,May 25 2017,FRPE,Oleaceae,green ash,Fraxinus pennsylvanica,15.1 - 23.0 cm,1
Effigy Mounds,EFMO47,0,May 25 2017,SNAG,Snag,snag,Snag,2.6 - 8.0 cm,1
Effigy Mounds,EFMO47,0,May 25 2017,ULRU,Ulmaceae,slippery elm,Ulmus rubra,2.6 - 8.0 cm,1
Effigy Mounds,EFMO47,0,May 25 2017,ULRU,Ulmaceae,slippery elm,Ulmus rubra,8.1 - 15.0 cm,2
Effigy Mounds,EFMO47,0,May 25 2017,ULRU,Ulmaceae,slippery elm,Ulmus rubra,23.1 - 38.0 cm,1
Effigy Mounds,EFMO47,1,Jun  2 2013,SNAG,Snag,snag,Snag,2.6 - 8.0 cm,1
Effigy Mounds,EFMO47,1,Jun  2 2013,ULAM,Ulmaceae,American elm,Ulmus americana,2.6 - 8.0 cm,4
Effigy Mounds,EFMO47,1,Jun  2 2013,ULAM,Ulmaceae,American elm,Ulmus americana,8.1 - 15.0 cm,1
Effigy Mounds,EFMO47,1,Jun  2 2013,ULAM,Ulmaceae,American elm,Ulmus americana,23.1 - 38.0 cm,1
Effigy Mounds,EFMO47,1,May 23 2022,SNAG,Snag,snag,Snag,8.1 - 15.0 cm,2
Effigy Mounds,EFMO47,1,May 23 2022,SNAG,Snag,snag,Snag,15.1 - 23.0 cm,1
Effigy Mounds,EFMO47,1,May 23 2022,SNAG,Snag,snag,Snag,23.1 - 38.0 cm,1
Effigy Mounds,EFMO47,1,May 23 2022,ULMUS,Ulmaceae,elm,Ulmus spp,2.6 - 8.0 cm,2
Effigy Mounds,EFMO47,1,May 23 2022,ULMUS,Ulmaceae,elm,Ulmus spp,8.1 - 15.0 cm,3
Effigy Mounds,EFMO47,1,May 30 2009,CARYA,Juglandaceae,hickory,Carya spp,2.6 - 8.0 cm,3
Effigy Mounds,EFMO47,1,May 30 2009,CARYA,Juglandaceae,hickory,Carya spp,8.1 - 15.0 cm,1
Effigy Mounds,EFMO47,1,May 30 2009,FRAXI,Oleaceae,ash,Fraxinus spp,2.6 - 8.0 cm,2
Effigy Mounds,EFMO47,1,May 30 2009,FRAXI,Oleaceae,ash,Fraxinus spp,15.1 - 23.0 cm,3
Effigy Mounds,EFMO47,1,May 30 2009,ULMUS,Ulmaceae,elm,Ulmus spp,2.6 - 8.0 cm,3
Effigy Mounds,EFMO5,0,May 24 2017,ACSA3,Aceraceae,sugar maple,Acer saccharum,2.6 - 8.0 cm,4
Effigy Mounds,EFMO5,0,May 24 2017,ACSA3,Aceraceae,sugar maple,Acer saccharum,23.1 - 38.0 cm,1
Effigy Mounds,EFMO5,0,May 24 2017,ULRU,Ulmaceae,slippery elm,Ulmus rubra,15.1 - 23.0 cm,1
Effigy Mounds,EFMO5,1,Jun  1 2009,ACSA2,Aceraceae,silver maple,Acer saccharinum,2.6 - 8.0 cm,5
Effigy Mounds,EFMO5,1,Jun  1 2009,ACSA2,Aceraceae,silver maple,Acer saccharinum,23.1 - 38.0 cm,1
Effigy Mounds,EFMO5,1,Jun  1 2009,CARYA,Juglandaceae,hickory,Carya spp,15.1 - 23.0 cm,2
Effigy Mounds,EFMO5,1,May 26 2022,ACER,Aceraceae,maple spp,Acer spp,2.6 - 8.0 cm,3
Effigy Mounds,EFMO5,1,May 26 2022,ACER,Aceraceae,maple spp,Acer spp,> 38.0 cm,1
Effigy Mounds,EFMO5,1,May 26 2022,CARYA,Juglandaceae,hickory,Carya spp,23.1 - 38.0 cm,1
Effigy Mounds,EFMO5,1,May 31 2013,ACSA3,Aceraceae,sugar maple,Acer saccharum,2.6 - 8.0 cm,1
Effigy Mounds,EFMO5,1,May 31 2013,ACSA3,Aceraceae,sugar maple,Acer saccharum,8.1 - 15.0 cm,1
Effigy Mounds,EFMO5,1,May 31 2013,SNAG,Snag,snag,Snag,15.1 - 23.0 cm,1
Effigy Mounds,EFMO5,1,May 31 2013,SNAG,Snag,snag,Snag,23.1 - 38.0 cm,1
Effigy Mounds,EFMO5,1,May 31 2013,TIAM,Tiliaceae,American basswood,Tilia americana,> 38.0 cm,1
Effigy Mounds,EFMO52,1,May 30 2009,ACSA2,Aceraceae,silver maple,Acer saccharinum,23.1 - 38.0 cm,1
Effigy Mounds,EFMO6,0,May 24 2017,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,15.1 - 23.0 cm,1
Effigy Mounds,EFMO6,0,May 24 2017,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,23.1 - 38.0 cm,1
Effigy Mounds,EFMO6,0,May 24 2017,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,> 38.0 cm,1
Effigy Mounds,EFMO6,0,May 24 2017,JUNI,Juglandaceae,black walnut,Juglans nigra,23.1 - 38.0 cm,1
Effigy Mounds,EFMO8,0,May 24 2017,CACO15,Juglandaceae,bitternut hickory,Carya cordiformis,1.1 - 2.5 cm,1
Effigy Mounds,EFMO8,0,May 24 2017,CACO15,Juglandaceae,bitternut hickory,Carya cordiformis,2.6 - 8.0 cm,1
Effigy Mounds,EFMO8,0,May 24 2017,CAOV2,Juglandaceae,shagbark hickory,Carya ovata,2.6 - 8.0 cm,1
Effigy Mounds,EFMO8,0,May 24 2017,TIAM,Tiliaceae,American basswood,Tilia americana,8.1 - 15.0 cm,1
Effigy Mounds,EFMO8,1,May 25 2022,CARYA,Juglandaceae,hickory,Carya spp,2.6 - 8.0 cm,1
Effigy Mounds,EFMO8,1,May 25 2022,SNAG,Snag,snag,Snag,23.1 - 38.0 cm,1
Effigy Mounds,EFMO8,1,May 25 2022,ULMUS,Ulmaceae,elm,Ulmus spp,8.1 - 15.0 cm,1
Effigy Mounds,EFMO8,1,May 25 2022,ULMUS,Ulmaceae,elm,Ulmus spp,15.1 - 23.0 cm,1
Effigy Mounds,EFMO8,1,May 29 2009,CACO15,Juglandaceae,bitternut hickory,Carya cordiformis,2.6 - 8.0 cm,4
Effigy Mounds,EFMO8,1,May 29 2009,PRSE2,Rosaceae,black cherry,Prunus serotina,1.1 - 2.5 cm,1
Effigy Mounds,EFMO8,1,May 29 2009,SNAG,Snag,snag,Snag,23.1 - 38.0 cm,1
Effigy Mounds,EFMO8,1,May 29 2009,TIAM,Tiliaceae,American basswood,Tilia americana,8.1 - 15.0 cm,1
Effigy Mounds,EFMO8,1,May 29 2009,ULAM,Ulmaceae,American elm,Ulmus americana,2.6 - 8.0 cm,2
Effigy Mounds,EFMO8,1,May 29 2009,ULAM,Ulmaceae,American elm,Ulmus americana,8.1 - 15.0 cm,1
Effigy Mounds,EFMO8,1,May 29 2013,CACO15,Juglandaceae,bitternut hickory,Carya cordiformis,2.6 - 8.0 cm,1
Effigy Mounds,EFMO8,1,May 29 2013,CACO15,Juglandaceae,bitternut hickory,Carya cordiformis,8.1 - 15.0 cm,1
Effigy Mounds,EFMO8,1,May 29 2013,PRSE2,Rosaceae,black cherry,Prunus serotina,15.1 - 23.0 cm,1
Effigy Mounds,EFMO8,1,May 29 2013,PRSE2,Rosaceae,black cherry,Prunus serotina,23.1 - 38.0 cm,1
Effigy Mounds,EFMO8,1,May 29 2013,ULAM,Ulmaceae,American elm,Ulmus americana,2.6 - 8.0 cm,1
Effigy Mounds,EFMO9,0,May 24 2017,CAOV2,Juglandaceae,shagbark hickory,Carya ovata,8.1 - 15.0 cm,1
Effigy Mounds,EFMO9,0,May 24 2017,FRAXI,Oleaceae,ash,Fraxinus spp,23.1 - 38.0 cm,2
Effigy Mounds,EFMO9,0,May 24 2017,FRAXI,Oleaceae,ash,Fraxinus spp,> 38.0 cm,1
Effigy Mounds,EFMO9,0,May 24 2017,FRPE,Oleaceae,green ash,Fraxinus pennsylvanica,8.1 - 15.0 cm,1
Effigy Mounds,EFMO9,0,May 24 2017,OSVI,Betulaceae,hophornbeam,Ostrya virginiana,2.6 - 8.0 cm,1
Effigy Mounds,EFMO9,0,May 24 2017,ULRU,Ulmaceae,slippery elm,Ulmus rubra,2.6 - 8.0 cm,1
Effigy Mounds,EFMO9,1,May 25 2022,CELTI,Ulmaceae,hackberry,Celtis spp,2.6 - 8.0 cm,1
Effigy Mounds,EFMO9,1,May 25 2022,FRAXI,Oleaceae,ash,Fraxinus spp,23.1 - 38.0 cm,2
Effigy Mounds,EFMO9,1,May 25 2022,OSVI,Betulaceae,hophornbeam,Ostrya virginiana,8.1 - 15.0 cm,1
Effigy Mounds,EFMO9,1,May 29 2009,ACER,Aceraceae,maple spp,Acer spp,8.1 - 15.0 cm,1
Effigy Mounds,EFMO9,1,May 29 2009,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,< 1.0 cm,1
Effigy Mounds,EFMO9,1,May 29 2009,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,1.1 - 2.5 cm,1
Effigy Mounds,EFMO9,1,May 29 2009,FRAXI,Oleaceae,ash,Fraxinus spp,8.1 - 15.0 cm,1
Effigy Mounds,EFMO9,1,May 29 2013,CACO15,Juglandaceae,bitternut hickory,Carya cordiformis,8.1 - 15.0 cm,2
Effigy Mounds,EFMO9,1,May 29 2013,CAOV2,Juglandaceae,shagbark hickory,Carya ovata,15.1 - 23.0 cm,2
Effigy Mounds,EFMO9,1,May 29 2013,CAOV3,Juglandaceae,red hickory,Carya ovalis,23.1 - 38.0 cm,1
Effigy Mounds,EFMO9,1,May 29 2013,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,2.6 - 8.0 cm,1
Effigy Mounds,EFMO9,1,May 29 2013,OSVI,Betulaceae,hophornbeam,Ostrya virginiana,8.1 - 15.0 cm,1
Effigy Mounds,EFMO9,1,May 29 2013,QURU,Fagaceae,northern red oak,Quercus rubra,> 38.0 cm,1
Effigy Mounds,EFMO9,1,May 29 2013,ULAM,Ulmaceae,American elm,Ulmus americana,8.1 - 15.0 cm,1
George Washington Carver,GWCA1,1,Jun  6 2012,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,< 1.0 cm,1
George Washington Carver,GWCA1,1,Jun  6 2012,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,2.6 - 8.0 cm,2
George Washington Carver,GWCA1,1,Jun  6 2012,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,8.1 - 15.0 cm,1
George Washington Carver,GWCA1,1,Jun  6 2012,JUNI,Juglandaceae,black walnut,Juglans nigra,2.6 - 8.0 cm,2
George Washington Carver,GWCA1,1,Jun  6 2012,MAPO,Moraceae,osage orange,Maclura pomifera,15.1 - 23.0 cm,2
George Washington Carver,GWCA1,1,Jun  6 2012,MAPO,Moraceae,osage orange,Maclura pomifera,> 38.0 cm,1
George Washington Carver,GWCA1,1,Jun  6 2012,ULAM,Ulmaceae,American elm,Ulmus americana,8.1 - 15.0 cm,1
George Washington Carver,GWCA1,1,Jun  6 2012,ULAM,Ulmaceae,American elm,Ulmus americana,15.1 - 23.0 cm,2
George Washington Carver,GWCA1,1,Jun 12 2020,CELTI,Ulmaceae,hackberry,Celtis spp,< 1.0 cm,7
George Washington Carver,GWCA1,1,Jun 12 2020,CELTI,Ulmaceae,hackberry,Celtis spp,1.1 - 2.5 cm,1
George Washington Carver,GWCA1,1,Jun 12 2020,MAPO,Moraceae,osage orange,Maclura pomifera,2.6 - 8.0 cm,1
George Washington Carver,GWCA1,1,Jun 12 2020,MAPO,Moraceae,osage orange,Maclura pomifera,8.1 - 15.0 cm,1
George Washington Carver,GWCA1,1,Jun 12 2020,MAPO,Moraceae,osage orange,Maclura pomifera,15.1 - 23.0 cm,2
George Washington Carver,GWCA1,1,Jun 12 2020,MAPO,Moraceae,osage orange,Maclura pomifera,> 38.0 cm,1
George Washington Carver,GWCA1,1,Jun 12 2020,SNAG,Snag,snag,Snag,2.6 - 8.0 cm,1
George Washington Carver,GWCA1,1,Jun 12 2020,SNAG,Snag,snag,Snag,8.1 - 15.0 cm,1
George Washington Carver,GWCA1,1,Jun 12 2020,ULMUS,Ulmaceae,elm,Ulmus spp,8.1 - 15.0 cm,1
George Washington Carver,GWCA1,1,Jun 12 2020,ULMUS,Ulmaceae,elm,Ulmus spp,15.1 - 23.0 cm,1
George Washington Carver,GWCA1,1,Jun 12 2020,VIBUR,Caprifoliaceae,viburnum,Viburnum spp,2.6 - 8.0 cm,1
George Washington Carver,GWCA1,1,May 18 2016,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,1.1 - 2.5 cm,2
George Washington Carver,GWCA1,1,May 18 2016,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,2.6 - 8.0 cm,1
George Washington Carver,GWCA1,1,May 18 2016,MAPO,Moraceae,osage orange,Maclura pomifera,2.6 - 8.0 cm,1
George Washington Carver,GWCA1,1,May 18 2016,MAPO,Moraceae,osage orange,Maclura pomifera,8.1 - 15.0 cm,2
George Washington Carver,GWCA1,1,May 18 2016,MAPO,Moraceae,osage orange,Maclura pomifera,15.1 - 23.0 cm,2
George Washington Carver,GWCA1,1,May 18 2016,SNAG,Snag,snag,Snag,8.1 - 15.0 cm,1
George Washington Carver,GWCA1,1,May 18 2016,ULRU,Ulmaceae,slippery elm,Ulmus rubra,1.1 - 2.5 cm,1
George Washington Carver,GWCA1,1,May 18 2016,ULRU,Ulmaceae,slippery elm,Ulmus rubra,2.6 - 8.0 cm,2
George Washington Carver,GWCA1,1,May 18 2016,ULRU,Ulmaceae,slippery elm,Ulmus rubra,8.1 - 15.0 cm,1
George Washington Carver,GWCA1,1,May 18 2016,ULRU,Ulmaceae,slippery elm,Ulmus rubra,15.1 - 23.0 cm,1
George Washington Carver,GWCA1,1,May 18 2016,VIRU,Caprifoliaceae,rusty blackhaw,Viburnum rufidulum,2.6 - 8.0 cm,1
George Washington Carver,GWCA1,1,May 28 2008,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,< 1.0 cm,1
George Washington Carver,GWCA1,1,May 28 2008,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,1.1 - 2.5 cm,2
George Washington Carver,GWCA1,1,May 28 2008,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,2.6 - 8.0 cm,1
George Washington Carver,GWCA1,1,May 28 2008,MAPO,Moraceae,osage orange,Maclura pomifera,2.6 - 8.0 cm,1
George Washington Carver,GWCA1,1,May 28 2008,MAPO,Moraceae,osage orange,Maclura pomifera,8.1 - 15.0 cm,1
George Washington Carver,GWCA1,1,May 28 2008,MAPO,Moraceae,osage orange,Maclura pomifera,15.1 - 23.0 cm,2
George Washington Carver,GWCA1,1,May 28 2008,MAPO,Moraceae,osage orange,Maclura pomifera,> 38.0 cm,1
George Washington Carver,GWCA1,1,May 28 2008,SNAG,Snag,snag,Snag,8.1 - 15.0 cm,1
George Washington Carver,GWCA1,1,May 28 2008,ULRU,Ulmaceae,slippery elm,Ulmus rubra,1.1 - 2.5 cm,1
George Washington Carver,GWCA1,1,May 28 2008,ULRU,Ulmaceae,slippery elm,Ulmus rubra,2.6 - 8.0 cm,2
George Washington Carver,GWCA1,1,May 28 2008,ULRU,Ulmaceae,slippery elm,Ulmus rubra,8.1 - 15.0 cm,1
George Washington Carver,GWCA1,1,May 28 2008,VIRU,Caprifoliaceae,rusty blackhaw,Viburnum rufidulum,2.6 - 8.0 cm,1
George Washington Carver,GWCA11,1,Jun  6 2012,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,1.1 - 2.5 cm,2
George Washington Carver,GWCA11,1,Jun  6 2012,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,2.6 - 8.0 cm,5
George Washington Carver,GWCA11,1,Jun  6 2012,JUNI,Juglandaceae,black walnut,Juglans nigra,2.6 - 8.0 cm,1
George Washington Carver,GWCA11,1,Jun  6 2012,MAPO,Moraceae,osage orange,Maclura pomifera,8.1 - 15.0 cm,2
George Washington Carver,GWCA11,1,Jun  6 2012,MAPO,Moraceae,osage orange,Maclura pomifera,15.1 - 23.0 cm,5
George Washington Carver,GWCA11,1,Jun  6 2012,SNAG,Snag,snag,Snag,2.6 - 8.0 cm,2
George Washington Carver,GWCA11,1,Jun  6 2012,ULAM,Ulmaceae,American elm,Ulmus americana,1.1 - 2.5 cm,1
George Washington Carver,GWCA11,1,Jun  6 2012,ULAM,Ulmaceae,American elm,Ulmus americana,8.1 - 15.0 cm,1
George Washington Carver,GWCA11,1,Jun 12 2020,CELTI,Ulmaceae,hackberry,Celtis spp,1.1 - 2.5 cm,1
George Washington Carver,GWCA11,1,Jun 12 2020,CELTI,Ulmaceae,hackberry,Celtis spp,2.6 - 8.0 cm,4
George Washington Carver,GWCA11,1,Jun 12 2020,CELTI,Ulmaceae,hackberry,Celtis spp,15.1 - 23.0 cm,1
George Washington Carver,GWCA11,1,Jun 12 2020,JUGLA,Juglandaceae,walnuts,Juglans,1.1 - 2.5 cm,1
George Washington Carver,GWCA11,1,Jun 12 2020,JUNIP,Cupressaceae,juniper,Juniperus spp,1.1 - 2.5 cm,1
George Washington Carver,GWCA11,1,Jun 12 2020,MAPO,Moraceae,osage orange,Maclura pomifera,8.1 - 15.0 cm,1
George Washington Carver,GWCA11,1,Jun 12 2020,MAPO,Moraceae,osage orange,Maclura pomifera,15.1 - 23.0 cm,6
George Washington Carver,GWCA11,1,Jun 12 2020,MAPO,Moraceae,osage orange,Maclura pomifera,23.1 - 38.0 cm,1
George Washington Carver,GWCA11,1,Jun 12 2020,SNAG,Snag,snag,Snag,2.6 - 8.0 cm,1
George Washington Carver,GWCA11,1,Jun 12 2020,SNAG,Snag,snag,Snag,8.1 - 15.0 cm,1
George Washington Carver,GWCA11,1,Jun 12 2020,ULMUS,Ulmaceae,elm,Ulmus spp,1.1 - 2.5 cm,2
George Washington Carver,GWCA11,1,Jun 12 2020,ULMUS,Ulmaceae,elm,Ulmus spp,2.6 - 8.0 cm,3
George Washington Carver,GWCA11,1,May 18 2016,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,< 1.0 cm,1
George Washington Carver,GWCA11,1,May 18 2016,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,2.6 - 8.0 cm,4
George Washington Carver,GWCA11,1,May 18 2016,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,23.1 - 38.0 cm,1
George Washington Carver,GWCA11,1,May 18 2016,JUNI,Juglandaceae,black walnut,Juglans nigra,1.1 - 2.5 cm,1
George Washington Carver,GWCA11,1,May 18 2016,MAPO,Moraceae,osage orange,Maclura pomifera,2.6 - 8.0 cm,1
George Washington Carver,GWCA11,1,May 18 2016,MAPO,Moraceae,osage orange,Maclura pomifera,8.1 - 15.0 cm,3
George Washington Carver,GWCA11,1,May 18 2016,MAPO,Moraceae,osage orange,Maclura pomifera,15.1 - 23.0 cm,3
George Washington Carver,GWCA11,1,May 18 2016,MAPO,Moraceae,osage orange,Maclura pomifera,23.1 - 38.0 cm,2
George Washington Carver,GWCA11,1,May 18 2016,SNAG,Snag,snag,Snag,2.6 - 8.0 cm,1
George Washington Carver,GWCA11,1,May 18 2016,ULRU,Ulmaceae,slippery elm,Ulmus rubra,2.6 - 8.0 cm,1
George Washington Carver,GWCA11,1,May 28 2008,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,1.1 - 2.5 cm,2
George Washington Carver,GWCA11,1,May 28 2008,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,2.6 - 8.0 cm,8
George Washington Carver,GWCA11,1,May 28 2008,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,8.1 - 15.0 cm,1
George Washington Carver,GWCA11,1,May 28 2008,MAPO,Moraceae,osage orange,Maclura pomifera,8.1 - 15.0 cm,2
George Washington Carver,GWCA11,1,May 28 2008,MAPO,Moraceae,osage orange,Maclura pomifera,15.1 - 23.0 cm,8
George Washington Carver,GWCA11,1,May 28 2008,MORU2,Moraceae,red mulberry,Morus rubra,8.1 - 15.0 cm,1
George Washington Carver,GWCA11,1,May 28 2008,SILA20,Sapotaceae,gum bully,Sideroxylon lanuginosum,15.1 - 23.0 cm,1
George Washington Carver,GWCA11,1,May 28 2008,SNAG,Snag,snag,Snag,2.6 - 8.0 cm,4
George Washington Carver,GWCA11,1,May 28 2008,ULAM,Ulmaceae,American elm,Ulmus americana,2.6 - 8.0 cm,2
George Washington Carver,GWCA16,1,Jun  5 2012,SNAG,Snag,snag,Snag,< 1.0 cm,16
George Washington Carver,GWCA16,1,Jun  5 2012,SNAG,Snag,snag,Snag,1.1 - 2.5 cm,2
George Washington Carver,GWCA18,1,Jun  5 2012,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,2.6 - 8.0 cm,2
George Washington Carver,GWCA18,1,Jun  5 2012,GLTR,Fabaceae,honeylocust,Gleditsia triacanthos,8.1 - 15.0 cm,1
George Washington Carver,GWCA18,1,Jun  5 2012,JUNI,Juglandaceae,black walnut,Juglans nigra,8.1 - 15.0 cm,1
George Washington Carver,GWCA18,1,Jun  5 2012,JUNI,Juglandaceae,black walnut,Juglans nigra,23.1 - 38.0 cm,1
George Washington Carver,GWCA18,1,Jun  5 2012,JUVI,Cupressaceae,eastern redcedar,Juniperus virginiana,1.1 - 2.5 cm,1
George Washington Carver,GWCA18,1,Jun  5 2012,PRSE2,Rosaceae,black cherry,Prunus serotina,< 1.0 cm,2
George Washington Carver,GWCA18,1,Jun  5 2012,PRSE2,Rosaceae,black cherry,Prunus serotina,1.1 - 2.5 cm,1
George Washington Carver,GWCA18,1,Jun  5 2012,PRSE2,Rosaceae,black cherry,Prunus serotina,2.6 - 8.0 cm,4
George Washington Carver,GWCA18,1,Jun  5 2012,ULAM,Ulmaceae,American elm,Ulmus americana,< 1.0 cm,1
George Washington Carver,GWCA18,1,Jun  5 2012,ULAM,Ulmaceae,American elm,Ulmus americana,2.6 - 8.0 cm,6
George Washington Carver,GWCA18,1,Jun  5 2012,ULAM,Ulmaceae,American elm,Ulmus americana,8.1 - 15.0 cm,1
George Washington Carver,GWCA18,1,Jun 12 2020,CELTI,Ulmaceae,hackberry,Celtis spp,1.1 - 2.5 cm,3
George Washington Carver,GWCA18,1,Jun 12 2020,CELTI,Ulmaceae,hackberry,Celtis spp,2.6 - 8.0 cm,9
George Washington Carver,GWCA18,1,Jun 12 2020,JUGLA,Juglandaceae,walnuts,Juglans,23.1 - 38.0 cm,1
George Washington Carver,GWCA18,1,Jun 12 2020,JUGLA,Juglandaceae,walnuts,Juglans,> 38.0 cm,1
George Washington Carver,GWCA18,1,Jun 12 2020,JUNIP,Cupressaceae,juniper,Juniperus spp,1.1 - 2.5 cm,1
George Washington Carver,GWCA18,1,Jun 12 2020,JUNIP,Cupressaceae,juniper,Juniperus spp,2.6 - 8.0 cm,2
George Washington Carver,GWCA18,1,Jun 12 2020,PRUNU,Rosaceae,plum,Prunus spp,2.6 - 8.0 cm,1
George Washington Carver,GWCA18,1,Jun 12 2020,SNAG,Snag,snag,Snag,1.1 - 2.5 cm,8
George Washington Carver,GWCA18,1,Jun 12 2020,SNAG,Snag,snag,Snag,2.6 - 8.0 cm,3
George Washington Carver,GWCA18,1,Jun 12 2020,ULMUS,Ulmaceae,elm,Ulmus spp,1.1 - 2.5 cm,2
George Washington Carver,GWCA18,1,Jun 12 2020,ULMUS,Ulmaceae,elm,Ulmus spp,2.6 - 8.0 cm,5
George Washington Carver,GWCA18,1,Jun 12 2020,ULMUS,Ulmaceae,elm,Ulmus spp,8.1 - 15.0 cm,1
George Washington Carver,GWCA18,1,Jun 12 2020,ULMUS,Ulmaceae,elm,Ulmus spp,15.1 - 23.0 cm,2
George Washington Carver,GWCA18,1,May 20 2016,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,< 1.0 cm,1
George Washington Carver,GWCA18,1,May 20 2016,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,2.6 - 8.0 cm,2
George Washington Carver,GWCA18,1,May 20 2016,GLTR,Fabaceae,honeylocust,Gleditsia triacanthos,15.1 - 23.0 cm,1
George Washington Carver,GWCA18,1,May 20 2016,JUNI,Juglandaceae,black walnut,Juglans nigra,23.1 - 38.0 cm,1
George Washington Carver,GWCA18,1,May 20 2016,JUVI,Cupressaceae,eastern redcedar,Juniperus virginiana,< 1.0 cm,1
George Washington Carver,GWCA18,1,May 20 2016,PRSE2,Rosaceae,black cherry,Prunus serotina,1.1 - 2.5 cm,1
George Washington Carver,GWCA18,1,May 20 2016,PRSE2,Rosaceae,black cherry,Prunus serotina,2.6 - 8.0 cm,2
George Washington Carver,GWCA18,1,May 20 2016,ULRU,Ulmaceae,slippery elm,Ulmus rubra,2.6 - 8.0 cm,3
George Washington Carver,GWCA18,1,May 20 2016,ULRU,Ulmaceae,slippery elm,Ulmus rubra,8.1 - 15.0 cm,2
George Washington Carver,GWCA18,1,May 20 2016,ULRU,Ulmaceae,slippery elm,Ulmus rubra,15.1 - 23.0 cm,1
George Washington Carver,GWCA18,1,May 28 2008,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,1.1 - 2.5 cm,2
George Washington Carver,GWCA18,1,May 28 2008,CEOC,Ulmaceae,common hackberry,Celtis occidentalis,2.6 - 8.0 cm,4
