attributeName	attributeDefinition	class	unit	dateTimeFormatString	missingValueCode	missingValueCodeExplanation
ParkUnit	park name	character				
Plot	plot id	character				
SubPlot	subplot number	character				
EventDate	event date	Date		yyyy-mm-dd		
FoliarCover	foliar cover type	character				
CoverClassCode	code code	character				
CoverClassMidPoint	midpoint	numeric	percent			
CoverClassRange	description	character				
